"","sample","name","value","std","mass","sample2","date","run","keep","Date.fished","wet.sample..g.","lipid_perc","dry","fame.mg","dry.sample.g","perc_fa","perc_fa_d"
"5487","2025\08\13\SCAL_0300.DATA","16:2n-6",0.12,18.78,0.00958466453674121,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000637574970846884,0.0000304127775105436
"5488","2025\08\13\SCAL_0300.DATA","ai:17:0",0.11,18.78,0.00878594249201278,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000584443723276311,0.000027379341535046
"5489","2025\08\13\SCAL_0300.DATA","17:1:b:",0.03,18.78,0.0023961661341853,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000159393742711721,0.0000075582008449282
"5490","2025\08\13\SCAL_0300.DATA","16:2n-4",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5491","2025\08\13\SCAL_0300.DATA","17:0",0.53,18.78,0.042332268370607,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000281595612124041,0.000128734956489731
"5492","2025\08\13\SCAL_0300.DATA","Phytane",0.65,18.78,0.0519169329073482,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000345353109208729,0.000168128878880206
"5493","2025\08\13\SCAL_0300.DATA","16:3n-4",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5494","2025\08\13\SCAL_0300.DATA","17:1",0.08,18.78,0.00638977635782748,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000042504998056459,0.0000202160986600315
"5495","2025\08\13\SCAL_0300.DATA","16:4n-3",0.06,18.78,0.00479233226837061,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000318787485423442,0.0000155621055648216
"5496","2025\08\13\SCAL_0300.DATA","16:4n-1",0.11,18.78,0.00878594249201278,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000584443723276311,0.0000271382120984632
"5497","2025\08\13\SCAL_0300.DATA","18:0",5.3,18.78,0.42332268370607,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.000281595612124041,0.00132768603272333
"5498","2025\08\13\SCAL_0300.DATA","18:1n-13",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5499","2025\08\13\SCAL_0300.DATA","18:1n-11",0.01,18.78,0.000798722044728434,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.000000531312475705737,0.00000250376161174478
"5500","2025\08\13\SCAL_0300.DATA","18:1n-9",0.66,18.78,0.0527156549520767,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000350666233965786,0.000163874338471413
"5501","2025\08\13\SCAL_0300.DATA","18:1n-7",2.7,18.78,0.215654952076677,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.000143454368440549,0.000680983493464174
"5502","2025\08\13\SCAL_0300.DATA","18:1n-5",0.14,18.78,0.0111821086261981,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000743837465988032,0.0000351084314402575
"5503","2025\08\13\SCAL_0300.DATA","18:2d5:11",0.05,18.78,0.00399361022364217,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000265656237852869,0.0000128939231828332
"5504","2025\08\13\SCAL_0300.DATA","18:2n-7",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5505","2025\08\13\SCAL_0300.DATA","18:2n-6",0.16,18.78,0.012779552715655,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000850099961129179,0.0000404790085582212
"5506","2025\08\13\SCAL_0300.DATA","18:2n-4",0.09,18.78,0.00718849840255591,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000478181228135163,0.0000249576953972294
"5507","2025\08\13\SCAL_0300.DATA","18:3n-6",0.01,18.78,0.000798722044728434,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.000000531312475705737,0.00000238447866324479
"5508","2025\08\13\SCAL_0300.DATA","18:3n-4",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5509","2025\08\13\SCAL_0300.DATA","18:3n-3",0.12,18.78,0.00958466453674121,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000637574970846884,0.0000302747962804223
"5510","2025\08\13\SCAL_0300.DATA","18:3n-1",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5511","2025\08\13\SCAL_0300.DATA","18:4n-3",0.75,18.78,0.0599041533546326,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000398484356779303,0.000189606799470334
"5512","2025\08\13\SCAL_0300.DATA","18:4n-1",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5513","2025\08\13\SCAL_0300.DATA","20:0",0.02,18.78,0.00159744408945687,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000106262495141147,0.00000499209217559736
"5514","2025\08\13\SCAL_0300.DATA","20:1n-11",0.52,18.78,0.0415335463258786,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000276282487366983,0.000138273214629944
"5515","2025\08\13\SCAL_0300.DATA","20:1n-9",0.49,18.78,0.0391373801916933,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000260343113095811,0.000132625285224806
"5516","2025\08\13\SCAL_0300.DATA","20:1n-7",0.07,18.78,0.00559105431309904,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000371918732994016,0.0000175121816528406
"5517","2025\08\13\SCAL_0300.DATA","20:2NMID1",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5518","2025\08\13\SCAL_0300.DATA","20:2n-9",0.05,18.78,0.00399361022364217,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000265656237852869,0.0000123345585292211
"5519","2025\08\13\SCAL_0300.DATA","20:2NMID2",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5520","2025\08\13\SCAL_0300.DATA","20:2n-6",0.24,18.78,0.0191693290734824,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000127514994169377,0.0000603232931723998
"5521","2025\08\13\SCAL_0300.DATA","20:3NMIT",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5522","2025\08\13\SCAL_0300.DATA","20:3n-6",0.02,18.78,0.00159744408945687,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000106262495141147,0.0000050803998749873
"5523","2025\08\13\SCAL_0300.DATA","20:4n-6",1.15,18.78,0.09185303514377,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000611009347061597,0.000291162205420573
"5524","2025\08\13\SCAL_0300.DATA","20:3n-3",0.05,18.78,0.00399361022364217,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000265656237852869,0.0000121492937458868
"5525","2025\08\13\SCAL_0300.DATA","20:4n-3",0.13,18.78,0.0103833865814696,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000690706218417458,0.0000319811594951306
"5526","2025\08\13\SCAL_0300.DATA","20:5n-3",14.41,18.78,1.15095846645367,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.000765621277491967,0.00386417495514184
"5527","2025\08\13\SCAL_0300.DATA","22:0",0.03,18.78,0.0023961661341853,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000159393742711721,0.00000796781948334754
"5528","2025\08\13\SCAL_0300.DATA","22:1n-11",0.04,18.78,0.00319488817891374,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000212524990282295,0.0000102756791729727
"5529","2025\08\13\SCAL_0300.DATA","22:1n-9",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5530","2025\08\13\SCAL_0300.DATA","22:1n-7",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5531","2025\08\13\SCAL_0300.DATA","22:2NMID1",0.06,18.78,0.00479233226837061,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000318787485423442,0.0000156943242329527
"5532","2025\08\13\SCAL_0300.DATA","22:2NMID2",0.07,18.78,0.00559105431309904,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00000371918732994016,0.0000202499174830953
"5533","2025\08\13\SCAL_0300.DATA","22:2n-6",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5534","2025\08\13\SCAL_0300.DATA","21:5n-3",0.63,18.78,0.0503194888178914,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000334726859694614,0.000162785534208922
"5535","2025\08\13\SCAL_0300.DATA","23:0",18.78,18.78,1.5,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.000997804829375374,0.00485860189496248
"5536","2025\08\13\SCAL_0300.DATA","22:4n-6",0.08,18.78,0.00638977635782748,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000042504998056459,0.0000213698945301346
"5537","2025\08\13\SCAL_0300.DATA","22:5n-6",0.39,18.78,0.0311501597444089,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000207211865525237,0.000100519017137781
"5538","2025\08\13\SCAL_0300.DATA","22:4n-3",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5539","2025\08\13\SCAL_0300.DATA","22:5n-3",0.63,18.78,0.0503194888178914,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000334726859694614,0.000161980915693699
"5540","2025\08\13\SCAL_0300.DATA","24:0",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5541","2025\08\13\SCAL_0300.DATA","22:6n-3",27.61,18.78,2.20527156549521,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.00146695374542354,0.00697588629422714
"5542","2025\08\13\SCAL_0300.DATA","24:1n-9",NA,18.78,NA,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,NA,NA
"5543","2025\08\13\SCAL_0300.DATA","DMA:1",1.21,18.78,0.0966453674121406,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000642888095603942,0.000297607063765482
"5544","2025\08\13\SCAL_0300.DATA","DMA:2",1.22,18.78,0.097444089456869,300,2025-08-13,"1","Y","2024-11-27",1.5033,1.09758531231295,0.197270430938745,12.2,0.296556638830215,0.0000648201220360999,0.000326777599109256
"5545","2025\08\13\SCAL_0342.DATA","12:0",0,18.34,0,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0,0
"5546","2025\08\13\SCAL_0342.DATA","BHT",0,18.34,0,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0,0
"5547","2025\08\13\SCAL_0342.DATA","13:0",0.01,18.34,0.000817884405670665,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.000000541752934802057,0.00000274622409005706
"5548","2025\08\13\SCAL_0342.DATA","i:14:0",NA,18.34,NA,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,NA,NA
"5549","2025\08\13\SCAL_0342.DATA","14:0",1.11,18.34,0.0907851690294438,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000601345757630283,0.000295262545736112
"5550","2025\08\13\SCAL_0342.DATA","14:1n-9",0.01,18.34,0.000817884405670665,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.000000541752934802057,0.00000271657638819098
"5551","2025\08\13\SCAL_0342.DATA","14:1n-7",NA,18.34,NA,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,NA,NA
"5552","2025\08\13\SCAL_0342.DATA","14:1n-5",NA,18.34,NA,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,NA,NA
"5553","2025\08\13\SCAL_0342.DATA","i:15:0",0.04,18.34,0.00327153762268266,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000216701173920823,0.00000988510280321112
"5554","2025\08\13\SCAL_0342.DATA","ai:15:0",0.02,18.34,0.00163576881134133,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000108350586960411,0.00000518121456413765
"5555","2025\08\13\SCAL_0342.DATA","15:0",0.56,18.34,0.0458015267175573,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000303381643489152,0.000150552418995497
"5556","2025\08\13\SCAL_0342.DATA","i16:0",0.26,18.34,0.0212649945474373,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000140855763048535,0.0000714531775114647
"5557","2025\08\13\SCAL_0342.DATA","16:0",15.6,18.34,1.27589967284624,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.000845134578291209,0.00426429835885487
"5558","2025\08\13\SCAL_0342.DATA","16:1n-11",0.22,18.34,0.0179934569247546,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000119185645656453,0.0000589510909382331
"5559","2025\08\13\SCAL_0342.DATA","16:1n-9",0.14,18.34,0.0114503816793893,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000075845410872288,0.0000349254964683498
"5560","2025\08\13\SCAL_0342.DATA","16:1n-7",1.03,18.34,0.0842420937840785,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000558005522846118,0.000269370472959218
"5561","2025\08\13\SCAL_0342.DATA","16:1n-5",0.23,18.34,0.0188113413304253,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000124603175004473,0.0000628014668409008
"5562","2025\08\13\SCAL_0342.DATA","17:1:a",NA,18.34,NA,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,NA,NA
"5563","2025\08\13\SCAL_0342.DATA","i:17:0",0.49,18.34,0.0400763358778626,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000265458938053008,0.000143714844832899
"5564","2025\08\13\SCAL_0342.DATA","16:2n-6",NA,18.34,NA,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,NA,NA
"5565","2025\08\13\SCAL_0342.DATA","ai:17:0",0.09,18.34,0.00736095965103599,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000487577641321851,0.0000239457325399513
"5566","2025\08\13\SCAL_0342.DATA","17:1:b:",0.04,18.34,0.00327153762268266,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000216701173920823,0.0000101328885083456
"5567","2025\08\13\SCAL_0342.DATA","16:2n-4",0.05,18.34,0.00408942202835333,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000270876467401028,0.0000132051217094893
"5568","2025\08\13\SCAL_0342.DATA","17:0",NA,18.34,NA,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,NA,NA
"5569","2025\08\13\SCAL_0342.DATA","Phytane",0.55,18.34,0.0449836423118866,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000297964114141131,0.000145743001411765
"5570","2025\08\13\SCAL_0342.DATA","16:3n-4",NA,18.34,NA,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,NA,NA
"5571","2025\08\13\SCAL_0342.DATA","17:1",0.1,18.34,0.00817884405670665,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000541752934802057,0.0000274874229225784
"5572","2025\08\13\SCAL_0342.DATA","16:4n-3",0.05,18.34,0.00408942202835333,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000270876467401028,0.0000137312250047823
"5573","2025\08\13\SCAL_0342.DATA","16:4n-1",0.19,18.34,0.0155398037077426,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000102933057612391,0.0000521502116780919
"5574","2025\08\13\SCAL_0342.DATA","18:0",4.38,18.34,0.358233369683751,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.000237287785443301,0.00116942275579643
"5575","2025\08\13\SCAL_0342.DATA","18:1n-13",NA,18.34,NA,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,NA,NA
"5576","2025\08\13\SCAL_0342.DATA","18:1n-11",0.02,18.34,0.00163576881134133,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000108350586960411,0.0000053305980396906
"5577","2025\08\13\SCAL_0342.DATA","18:1n-9",0.79,18.34,0.0646128680479826,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000427984818493625,0.000201731011274165
"5578","2025\08\13\SCAL_0342.DATA","18:1n-7",3.49,18.34,0.285441657579062,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.000189071774245918,0.000887306187628633
"5579","2025\08\13\SCAL_0342.DATA","18:1n-5",0.22,18.34,0.0179934569247546,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000119185645656453,0.0000581880266144151
"5580","2025\08\13\SCAL_0342.DATA","18:2d5:11",0.08,18.34,0.00654307524536532,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000433402347841645,0.00002062497353483
"5581","2025\08\13\SCAL_0342.DATA","18:2n-7",NA,18.34,NA,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,NA,NA
"5582","2025\08\13\SCAL_0342.DATA","18:2n-6",0.21,18.34,0.017175572519084,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000113768116308432,0.000053745414449809
"5583","2025\08\13\SCAL_0342.DATA","18:2n-4",0.21,18.34,0.017175572519084,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000113768116308432,0.0000563331460698584
"5584","2025\08\13\SCAL_0342.DATA","18:3n-6",0.03,18.34,0.002453653217012,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000162525880440617,0.00000792386433508344
"5585","2025\08\13\SCAL_0342.DATA","18:3n-4",0.04,18.34,0.00327153762268266,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000216701173920823,0.0000103200594070063
"5586","2025\08\13\SCAL_0342.DATA","18:3n-3",0.23,18.34,0.0188113413304253,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000124603175004473,0.0000576482777304331
"5587","2025\08\13\SCAL_0342.DATA","18:3n-1",0.03,18.34,0.002453653217012,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000162525880440617,0.0000077864189490746
"5588","2025\08\13\SCAL_0342.DATA","18:4n-3",1.19,18.34,0.0973282442748092,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000644685992414448,0.000291667937126294
"5589","2025\08\13\SCAL_0342.DATA","18:4n-1",0.03,18.34,0.002453653217012,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000162525880440617,0.00000776031967508166
"5590","2025\08\13\SCAL_0342.DATA","20:0",0.04,18.34,0.00327153762268266,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000216701173920823,0.000010015898596615
"5591","2025\08\13\SCAL_0342.DATA","20:1n-11",0.69,18.34,0.0564340239912759,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000373809525013419,0.000188164794613497
"5592","2025\08\13\SCAL_0342.DATA","20:1n-9",0.71,18.34,0.0580697928026172,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.000038464458370946,0.000191092239574244
"5593","2025\08\13\SCAL_0342.DATA","20:1n-7",NA,18.34,NA,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,NA,NA
"5594","2025\08\13\SCAL_0342.DATA","20:2NMID1",0.71,18.34,0.0580697928026172,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.000038464458370946,0.000198802608872265
"5595","2025\08\13\SCAL_0342.DATA","20:2n-9",0.07,18.34,0.00572519083969466,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000037922705436144,0.0000189640347897469
"5596","2025\08\13\SCAL_0342.DATA","20:2NMID2",NA,18.34,NA,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,NA,NA
"5597","2025\08\13\SCAL_0342.DATA","20:2n-6",0.29,18.34,0.0237186477644493,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000157108351092596,0.0000730806550031687
"5598","2025\08\13\SCAL_0342.DATA","20:3NMIT",0.03,18.34,0.002453653217012,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000162525880440617,0.00000776122222104112
"5599","2025\08\13\SCAL_0342.DATA","20:3n-6",0.05,18.34,0.00408942202835333,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000270876467401028,0.0000128925399111969
"5600","2025\08\13\SCAL_0342.DATA","20:4n-6",0.9,18.34,0.0736095965103599,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.0000487577641321851,0.000218125828489643
"5601","2025\08\13\SCAL_0342.DATA","20:3n-3",0.11,18.34,0.00899672846237732,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000595928228282263,0.000029084659493034
"5602","2025\08\13\SCAL_0342.DATA","20:4n-3",0.17,18.34,0.0139040348964013,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000920979989163497,0.000046552005434051
"5603","2025\08\13\SCAL_0342.DATA","20:5n-3",15.34,18.34,1.2546346782988,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.000831049001986355,0.00381097949723044
"5604","2025\08\13\SCAL_0342.DATA","22:0",0.02,18.34,0.00163576881134133,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000108350586960411,0.00000510301095571936
"5605","2025\08\13\SCAL_0342.DATA","22:1n-11",0.04,18.34,0.00327153762268266,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.00000216701173920823,0.0000103621324460031
"5606","2025\08\13\SCAL_0342.DATA","22:1n-9",0.01,18.34,0.000817884405670665,342,2025-08-13,"1","Y","2024-12-17",1.5097,1.30489501225411,0.209980548923685,5.1,0.317007634710087,0.000000541752934802057,0.00000263469988184357
